cnae;no_cnae;uf;n_intermitentes
7719501;Locação de embarcações sem tripulação, exceto para fins recreativos;23;0
7719502;Locação de aeronaves sem tripulação;23;0
7719599;Locação de outros meios de transporte não especificados anteriormente, sem condutor;23;0
7721700;Aluguel de equipamentos recreativos e esportivos;23;0
7722500;Aluguel de fitas de vídeo, DVDs e similares;23;0
7723300;Aluguel de objetos do vestuário, jóias e acessórios;23;1
7729201;Aluguel de aparelhos de jogos eletrônicos;23;0
7729202;Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais;23;0
7729203;Aluguel de material médico;23;0
7729299;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;23;0
7731400;Aluguel de máquinas e equipamentos agrícolas sem operador;23;0
7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;23;0
7732202;Aluguel de andaimes;23;9
7733100;Aluguel de máquinas e equipamentos para escritório;23;0
7739001;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;23;0
7739002;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;23;0
7739003;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;23;0
7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;23;0
7740300;Gestão de ativos intangíveis não-financeiros;23;0
7810800;Seleção e agenciamento de mão-de-obra;23;0
7820500;Locação de mão-de-obra temporária;23;128
7830200;Fornecimento e gestão de recursos humanos para terceiros;23;641
7911200;Agências de viagens;23;2
7912100;Operadores turísticos;23;0
7990200;Serviços de reservas e outros serviços de turismo não especificados anteriormente;23;0
8011101;Atividades de vigilância e segurança privada;23;163
8011102;Serviços de adestramento de cães de guarda;23;0
8012900;Atividades de transporte de valores;23;0
8020000;Atividades de monitoramento de sistemas de segurança (Desativado);23;0
8020001;Atividades de monitoramento de sistemas de segurança eletronico;23;0
8020002;Outras atividades de serviços de segurança;23;0
8030700;Atividades de investigação particular;23;0
8111700;Serviços combinados para apoio a edifícios, exceto condomínios prediais;23;17
8112500;Condomínios prediais;23;22
8121400;Limpeza em prédios e em domicílios;23;62
8122200;Imunização e controle de pragas urbanas;23;0
8129000;Atividades de limpeza não especificadas anteriormente;23;2
8130300;Atividades paisagísticas;23;0
8211300;Serviços combinados de escritório e apoio administrativo;23;371
8219901;Fotocópias;23;0
8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;23;0
8220200;Atividades de teleatendimento;23;29
8230001;Serviços de organização de feiras, congressos, exposições e festas;23;2
8230002;Casas de festas e eventos;23;29
8291100;Atividades de cobrança e informações cadastrais;23;17
8292000;Envasamento e empacotamento sob contrato;23;0
8299701;Medição de consumo de energia elétrica, gás e água;23;0
8299702;Emissão de vales-alimentação, vales-transporte e similares;23;0
8299703;Serviços de gravação de carimbos, exceto confecção;23;0
8299704;Leiloeiros independentes;23;0
8299705;Serviços de levantamento de fundos sob contrato;23;0
8299706;Casas lotéricas;23;1
8299707;Salas de acesso à internet;23;0
8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;23;0
8411600;Administração pública em geral;23;0
8412400;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;23;0
8413200;Regulação das atividades econômicas;23;0
8421300;Relações exteriores;23;0
8422100;Defesa;23;0
8423000;Justiça;23;0
8424800;Segurança e ordem pública;23;0
8425600;Defesa Civil;23;0
8430200;Seguridade social obrigatória;23;0
8511200;Educação infantil - creche;23;0
8512100;Educação infantil - pré-escola;23;0
8513900;Ensino fundamental;23;8
8520100;Ensino médio;23;1
8531700;Educação superior - graduação;23;5
8532500;Educação superior - graduação e pós-graduação;23;47
8533300;Educação superior - pós-graduação e extensão;23;0
8541400;Educação profissional de nível técnico;23;0
8542200;Educação profissional de nível tecnológico;23;0
8550301;Administração de caixas escolares;23;0
8550302;Atividades de apoio à educação, exceto caixas escolares;23;0
8591100;Ensino de esportes;23;0
8592901;Ensino de dança;23;0
8592902;Ensino de artes cênicas, exceto dança;23;0
8592903;Ensino de música;23;0
8592999;Ensino de arte e cultura não especificado anteriormente;23;0
8593700;Ensino de idiomas;23;11
8599601;Formação de condutores;23;1
8599602;Cursos de pilotagem;23;0
8599603;Treinamento em informática;23;0
8599604;Treinamento em desenvolvimento profissional e gerencial;23;36
8599605;Cursos preparatórios para concursos;23;0
8599699;Outras atividades de ensino não especificadas anteriormente;23;0
8610101;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;23;24
8610102;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;23;0
8621601;UTI móvel;23;0
8621602;Serviços móveis de atendimento a urgências, exceto por UTI móvel;23;0
8622400;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;23;50
8630501;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;23;1
8630502;Atividade médica ambulatorial com recursos para realização de exames complementares;23;39
8630503;Atividade médica ambulatorial restrita a consultas;23;1
8630504;Atividade odontológica com recursos para realização de procedimentos cirúrgicos;23;2
8630505;Atividade odontológica sem recursos para realização de procedimentos cirúrgicos;23;0
8630506;Serviços de vacinação e imunização humana;23;0
8630507;Atividades de reprodução humana assistida;23;0
8630599;Atividades de atenção ambulatorial não especificadas anteriormente;23;0
8640201;Laboratórios de anatomia patológica e citológica;23;0
8640202;Laboratórios clínicos;23;0
8640203;Serviços de diálise e nefrologia;23;0
8640204;Serviços de tomografia;23;0
8640205;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;23;2
8640206;Serviços de ressonância magnética;23;0
8640207;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;23;1
8640208;Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;23;0
8640209;Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;23;0
8640210;Serviços de quimioterapia;23;0
8640211;Serviços de radioterapia;23;0
8640212;Serviços de hemoterapia;23;0
8640213;Serviços de litotripsia;23;0
8640214;Serviços de bancos de células e tecidos humanos;23;0
8640299;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;23;3
8650001;Atividades de enfermagem;23;0
8650002;Atividades de profissionais da nutrição;23;0
8650003;Atividades de psicologia e psicanálise;23;3
8650004;Atividades de fisioterapia;23;3
8650005;Atividades de terapia ocupacional;23;0
8650006;Atividades de fonoaudiologia;23;0
8650007;Atividades de terapia de nutrição enteral e parenteral;23;0
8650099;Atividades de profissionais da área de saúde não especificadas anteriormente;23;0
8660700;Atividades de apoio à gestão de saúde;23;0
8690901;Atividades de práticas integrativas e complementares em saúde humana;23;0
8690902;Atividades de bancos de leite humano;23;0
8690903;Atividades de Acupuntura;23;0
8690904;Atividades de Podologia;23;0
8690999;Outras atividades de atenção à saúde humana não especificadas anteriormente;23;7
8711501;Clínicas e residências geriátricas;23;0
8711502;Instituições de longa permanência para idosos;23;0
8711503;Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes;23;0
8711504;Centros de apoio a pacientes com câncer e com AIDS;23;0
8711505;Condomínios residenciais para idosos;23;0
8712300;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;23;0
8720401;Atividades de centros de assistência psicossocial;23;0
8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química não especificadas ante;23;1
8730101;Orfanatos;23;0
8730102;Albergues assistenciais;23;0
8730199;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;23;3
8800600;Serviços de assistência social sem alojamento;23;2
9001901;Produção teatral;23;0
9001902;Produção musical;23;0
9001903;Produção de espetáculos de dança;23;0
9001904;Produção de espetáculos circenses, de marionetes e similares;23;0
9001905;Produção de espetáculos de rodeios, vaquejadas e similares;23;0
9001906;Atividades de sonorização e de iluminação;23;0
9001999;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;23;0
9002701;Atividades de artistas plásticos, jornalistas independentes e escritores;23;0
9002702;Restauração de obras de arte;23;0
9003500;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;23;0
9101500;Atividades de bibliotecas e arquivos;23;0
9102301;Atividades de museus e de exploração de lugares e prédios históricos e atrações similares;23;0
9102302;Restauração e conservação de lugares e prédios históricos;23;0
9103100;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;23;0
9200301;Casas de bingo;23;0
9200302;Exploração de apostas em corridas de cavalos;23;0
9200399;Exploração de jogos de azar e apostas não especificados anteriormente;23;0
9311500;Gestão de instalações de esportes;23;0
9312300;Clubes sociais, esportivos e similares;23;0
9313100;Atividades de condicionamento físico;23;12
9319101;Produção e promoção de eventos esportivos;23;0
9319199;Outras atividades esportivas não especificadas anteriormente;23;0
9321200;Parques de diversão e parques temáticos;23;20
9329801;Discotecas, danceterias, salões de dança e similares;23;0
9329802;Exploração de boliches;23;0
9329803;Exploração de jogos de sinuca, bilhar e similares;23;0
9329804;Exploração de jogos eletrônicos recreativos;23;0
9329899;Outras atividades de recreação e lazer não especificadas anteriormente;23;1
9411100;Atividades de organizações associativas patronais e empresariais;23;0
9412000;Atividades de organizações associativas profissionais (Desativado);23;0
9412001;Atividades de atividades de fiscalização profissional;23;0
9412099;Outras atividades associativas profissionais;23;0
9420100;Atividades de organizações sindicais;23;1
9430800;Atividades de associações de defesa de direitos sociais;23;57
9491000;Atividades de organizações religiosas;23;8
9492800;Atividades de organizações políticas;23;0
9493600;Atividades de organizações associativas ligadas à cultura e à arte;23;0
9499500;Atividades associativas não especificadas anteriormente;23;80
9511800;Reparação e manutenção de computadores e de equipamentos periféricos;23;0
9512600;Reparação e manutenção de equipamentos de comunicação;23;0
9521500;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;23;0
9529101;Reparação de calçados, bolsas e artigos de viagem;23;0
9529102;Chaveiros;23;0
9529103;Reparação de relógios;23;0
9529104;Reparação de bicicletas, triciclos e outros veículos não-motorizados;23;0
9529105;Reparação de artigos do mobiliário;23;0
9529106;Reparação de jóias;23;0
9529199;Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente;23;0
9601701;Lavanderias;23;0
9601702;Tinturarias;23;0
9601703;Toalheiros;23;0
9602501;Cabeleireiros;23;5
9602502;Atividades de estética e outros serviços de cuidados com a beleza;23;1
9603301;Gestão e manutenção de cemitérios;23;0
9603302;Serviços de cremação;23;0
9603303;Serviços de sepultamento;23;0
9603304;Serviços de funerárias;23;0
9603305;Serviços de somatoconservação;23;0
9603399;Atividades funerárias e serviços relacionados não especificados anteriormente;23;0
9609201;Clínicas de estética e similares(Desativado);23;0
9609202;Agências matrimoniais;23;0
9609203;Alojamento, higiene e embelezamento de animais;23;0
9609204;Exploração de máquinas de serviços pessoais acionadas por moeda;23;0
9609205;Atividades de sauna e banhos;23;0
9609206;Serviços de tatuagem e colocação de piercing;23;0
9609207;Alojamento de animais domésticos;23;0
9609208;Higiene e embelezamento de animais doméstico;23;0
9609299;Outras atividades de serviços pessoais não especificadas anteriormente;23;0
9700500;Serviços domésticos;23;0
9900800;Organismos internacionais e outras instituições extraterritoriais;23;0
111301;Cultivo de arroz;24;0
111302;Cultivo de milho;24;0
111303;Cultivo de trigo;24;0
111399;Cultivo de outros cereais não especificados anteriormente;24;0
112101;Cultivo de algodão herbáceo;24;0
112102;Cultivo de juta;24;0
112199;Cultivo de outras fibras de lavoura temporária não especificadas anteriormente;24;0
113000;Cultivo de cana-de-açúcar;24;0
114800;Cultivo de fumo;24;0
115600;Cultivo de soja;24;0
116401;Cultivo de amendoim;24;0
116402;Cultivo de girassol;24;0
116403;Cultivo de mamona;24;0
116499;Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente;24;0
119901;Cultivo de abacaxi;24;0
119902;Cultivo de alho;24;0
119903;Cultivo de batata-inglesa;24;0
119904;Cultivo de cebola;24;0
119905;Cultivo de feijão;24;0
119906;Cultivo de mandioca;24;0
119907;Cultivo de melão;24;0
119908;Cultivo de melancia;24;0
119909;Cultivo de tomate rasteiro;24;0
119999;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;24;0
121101;Horticultura, exceto morango;24;0
121102;Cultivo de morango;24;0
122900;Cultivo de flores e plantas ornamentais;24;0
131800;Cultivo de laranja;24;0
132600;Cultivo de uva;24;0
133401;Cultivo de açaí;24;0
133402;Cultivo de banana;24;0
133403;Cultivo de caju;24;0
133404;Cultivo de cítricos, exceto laranja;24;0
133405;Cultivo de coco-da-baía;24;0
133406;Cultivo de guaraná;24;0
133407;Cultivo de maçã;24;0
133408;Cultivo de mamão;24;0
133409;Cultivo de maracujá;24;0
133410;Cultivo de manga;24;40
133411;Cultivo de pêssego;24;0
133499;Cultivo de frutas de lavoura permanente não especificadas anteriormente;24;0
134200;Cultivo de café;24;0
135100;Cultivo de cacau;24;0
139301;Cultivo de chá-da-índia;24;0
139302;Cultivo de erva-mate;24;0
139303;Cultivo de pimenta-do-reino;24;0
139304;Cultivo de plantas para condimento, exceto pimenta-do-reino;24;0
139305;Cultivo de dendê;24;0
139306;Cultivo de seringueira;24;0
139399;Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;24;0
141501;Produção de sementes certificadas, exceto de forrageiras para pasto;24;0
141502;Produção de sementes certificadas de forrageiras para formação de pasto;24;0
142300;Produção de mudas e outras formas de propagação vegetal, certificadas;24;0
151201;Criação de bovinos para corte;24;5
151202;Criação de bovinos para leite;24;0
151203;Criação de bovinos, exceto para corte e leite;24;0
152101;Criação de bufalinos;24;0
152102;Criação de eqüinos;24;0
152103;Criação de asininos e muares;24;0
153901;Criação de caprinos;24;0
153902;Criação de ovinos, inclusive para produção de lã;24;0
154700;Criação de suínos;24;0
155501;Criação de frangos para corte;24;2
155502;Produção de pintos de um dia;24;0
155503;Criação de outros galináceos, exceto para corte;24;0
155504;Criação de aves, exceto galináceos;24;0
155505;Produção de ovos;24;0
159801;Apicultura;24;0
159802;Criação de animais de estimação;24;0
159803;Criação de escargô;24;0
159804;Criação de bicho-da-seda;24;0
159899;Criação de outros animais não especificados anteriormente;24;2
161001;Serviço de pulverização e controle de pragas agrícolas;24;0
161002;Serviço de poda de árvores para lavouras;24;0
161003;Serviço de preparação de terreno, cultivo e colheita;24;0
161099;Atividades de apoio à agricultura não especificadas anteriormente;24;0
162801;Serviço de inseminação artificial em animais;24;0
162802;Serviço de tosquiamento de ovinos;24;0
162803;Serviço de manejo de animais;24;0
162899;Atividades de apoio à pecuária não especificadas anteriormente;24;0
163600;Atividades de pós-colheita;24;0
170900;Caça e serviços relacionados;24;0
210101;Cultivo de eucalipto;24;0
210102;Cultivo de acácia-negra;24;0
210103;Cultivo de pinus;24;0
210104;Cultivo de teca;24;0
210105;Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca;24;0
210106;Cultivo de mudas em viveiros florestais;24;0
210107;Extração de madeira em florestas plantadas;24;0
210108;Produção de carvão vegetal - florestas plantadas;24;0
210109;Produção de casca de acácia-negra - florestas plantadas;24;0
210199;Produção de produtos não-madeireiros não especificados anteriormente em florestas plantadas;24;0
220901;Extração de madeira em florestas nativas;24;0
220902;Produção de carvão vegetal - florestas nativas;24;0
220903;Coleta de castanha-do-pará em florestas nativas;24;0
220904;Coleta de látex em florestas nativas;24;0
220905;Coleta de palmito em florestas nativas;24;0
220906;Conservação de florestas nativas;24;0
220999;Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;24;4
230600;Atividades de apoio à produção florestal;24;0
311601;Pesca de peixes em água salgada;24;0
311602;Pesca de crustáceos e moluscos em água salgada;24;0
311603;Coleta de outros produtos marinhos;24;0
311604;Atividades de apoio à pesca em água salgada;24;0
312401;Pesca de peixes em água doce;24;0
312402;Pesca de crustáceos e moluscos em água doce;24;0
312403;Coleta de outros produtos aquáticos de água doce;24;0
312404;Atividades de apoio à pesca em água doce;24;0
321301;Criação de peixes em água salgada e salobra;24;0
321302;Criação de camarões em água salgada e salobra;24;108
321303;Criação de ostras e mexilhões em água salgada e salobra;24;0
321304;Criação de peixes ornamentais em água salgada e salobra;24;0
321305;Atividades de apoio à aqüicultura em água salgada e salobra;24;0
321399;Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente;24;0
322101;Criação de peixes em água doce;24;2
322102;Criação de camarões em água doce;24;0
322103;Criação de ostras e mexilhões em água doce;24;0
322104;Criação de peixes ornamentais em água doce;24;0
322105;Ranicultura;24;0
322106;Criação de jacaré;24;0
322107;Atividades de apoio à aqüicultura em água doce;24;0
322199;Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente;24;0
500301;Extração de carvão mineral;24;0
500302;Beneficiamento de carvão mineral;24;0
600001;Extração de petróleo e gás natural;24;54
600002;Extração e beneficiamento de xisto;24;0
600003;Extração e beneficiamento de areias betuminosas;24;0
710301;Extração de minério de ferro;24;0
710302;Pelotização, sinterização e outros beneficiamentos de minério de ferro;24;0
721901;Extração de minério de alumínio;24;0
721902;Beneficiamento de minério de alumínio;24;0
722701;Extração de minério de estanho;24;0
722702;Beneficiamento de minério de estanho;24;0
723501;Extração de minério de manganês;24;0
723502;Beneficiamento de minério de manganês;24;0
724301;Extração de minério de metais preciosos;24;0
724302;Beneficiamento de minério de metais preciosos;24;0
725100;Extração de minerais radioativos;24;0
729401;Extração de minérios de nióbio e titânio;24;0
729402;Extração de minério de tungstênio;24;0
729403;Extração de minério de níquel;24;0
729404;Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;24;0
729405;Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;24;0
810001;Extração de ardósia e beneficiamento associado;24;0
810002;Extração de granito e beneficiamento associado;24;0
810003;Extração de mármore e beneficiamento associado;24;0
810004;Extração de calcário e dolomita e beneficiamento associado;24;0
810005;Extração de gesso e caulim;24;0
810006;Extração de areia, cascalho ou pedregulho e beneficiamento associado;24;7
810007;Extração de argila e beneficiamento associado;24;0
810008;Extração de saibro e beneficiamento associado;24;0
810009;Extração de basalto e beneficiamento associado;24;0
810010;Beneficiamento de gesso e caulim associado à extração;24;0
810099;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;24;0
891600;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;24;0
892401;Extração de sal marinho;24;0
892402;Extração de sal-gema;24;0
892403;Refino e outros tratamentos do sal;24;0
893200;Extração de gemas (pedras preciosas e semipreciosas);24;0
899101;Extração de grafita;24;0
899102;Extração de quartzo;24;0
899103;Extração de amianto;24;0
899199;Extração de outros minerais não-metálicos não especificados anteriormente;24;0
910600;Atividades de apoio à extração de petróleo e gás natural;24;8
990401;Atividades de apoio à extração de minério de ferro;24;0
990402;Atividades de apoio à extração de minerais metálicos não-ferrosos;24;0
990403;Atividades de apoio à extração de minerais não-metálicos;24;0
1011201;Frigorífico - abate de bovinos;24;0
1011202;Frigorífico - abate de eqüinos;24;0
1011203;Frigorífico - abate de ovinos e caprinos;24;0
1011204;Frigorífico - abate de bufalinos;24;0
1011205;Matadouro - abate de reses sob contrato, exceto abate de suínos;24;0
1012101;Abate de aves;24;0
1012102;Abate de pequenos animais;24;0
1012103;Frigorífico - abate de suínos;24;0
1012104;Matadouro - abate de suínos sob contrato;24;0
1013901;Fabricação de produtos de carne;24;0
1013902;Preparação de subprodutos do abate;24;0
1020101;Preservação de peixes, crustáceos e moluscos;24;0
1020102;Fabricação de conservas de peixes, crustáceos e moluscos;24;39
1031700;Fabricação de conservas de frutas;24;3
1032501;Fabricação de conservas de palmito;24;0
1032599;Fabricação de conservas de legumes e outros vegetais, exceto palmito;24;0
1033301;Fabricação de sucos concentrados de frutas, hortaliças e legumes;24;0
1033302;Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados;24;1
1041400;Fabricação de óleos vegetais em bruto, exceto óleo de milho;24;0
1042200;Fabricação de óleos vegetais refinados, exceto óleo de milho;24;0
1043100;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;24;0
1051100;Preparação do leite;24;0
1052000;Fabricação de laticínios;24;0
1053800;Fabricação de sorvetes e outros gelados comestíveis;24;10
1061901;Beneficiamento de arroz;24;0
1061902;Fabricação de produtos do arroz;24;0
1062700;Moagem de trigo e fabricação de derivados;24;0
1063500;Fabricação de farinha de mandioca e derivados;24;0
1064300;Fabricação de farinha de milho e derivados, exceto óleos de milho;24;0
1065101;Fabricação de amidos e féculas de vegetais;24;0
1065102;Fabricação de óleo de milho em bruto;24;0
1065103;Fabricação de óleo de milho refinado;24;0
1066000;Fabricação de alimentos para animais;24;0
1069400;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;24;0
1071600;Fabricação de açúcar em bruto;24;0
1072401;Fabricação de açúcar de cana refinado;24;0
1072402;Fabricação de açúcar de cereais (dextrose) e de beterraba;24;0
1081301;Beneficiamento de café;24;0
1081302;Torrefação e moagem de café;24;0
1082100;Fabricação de produtos à base de café;24;0
1091100;Fabricação de produtos de panificação;24;0
1091101;Fabricação de produtos de panificação industrial;24;2
1091102;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;24;0
1092900;Fabricação de biscoitos e bolachas;24;0
1093701;Fabricação de produtos derivados do cacau e de chocolates;24;0
1093702;Fabricação de frutas cristalizadas, balas e semelhantes;24;0
1094500;Fabricação de massas alimentícias;24;0
1095300;Fabricação de especiarias, molhos, temperos e condimentos;24;0
1096100;Fabricação de alimentos e pratos prontos;24;1
1099601;Fabricação de vinagres;24;0
1099602;Fabricação de pós alimentícios;24;0
1099603;Fabricação de fermentos e leveduras;24;0
1099604;Fabricação de gelo comum;24;0
1099605;Fabricação de produtos para infusão (chá, mate, etc.);24;0
1099606;Fabricação de adoçantes naturais e artificiais;24;0
1099607;Fabricação de alimentos dietéticos e complementos alimentares;24;0
1099699;Fabricação de outros produtos alimentícios não especificados anteriormente;24;0
1111901;Fabricação de aguardente de cana-de-açúcar;24;0
1111902;Fabricação de outras aguardentes e bebidas destiladas;24;0
1112700;Fabricação de vinho;24;0
1113501;Fabricação de malte, inclusive malte uísque;24;0
1113502;Fabricação de cervejas e chopes;24;0
1121600;Fabricação de águas envasadas;24;0
1122401;Fabricação de refrigerantes;24;0
1122402;Fabricação de chá mate e outros chás prontos para consumo;24;0
1122403;Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas;24;0
1122404;Fabricação de bebidas isotônicas;24;0
1122499;Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente;24;0
1210700;Processamento industrial do fumo;24;0
1220401;Fabricação de cigarros;24;0
1220402;Fabricação de cigarrilhas e charutos;24;0
1220403;Fabricação de filtros para cigarros;24;0
1220499;Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos;24;0
1311100;Preparação e fiação de fibras de algodão;24;0
1312000;Preparação e fiação de fibras têxteis naturais, exceto algodão;24;0
1313800;Fiação de fibras artificiais e sintéticas;24;0
1314600;Fabricação de linhas para costurar e bordar;24;0
1321900;Tecelagem de fios de algodão;24;0
1322700;Tecelagem de fios de fibras têxteis naturais, exceto algodão;24;0
1323500;Tecelagem de fios de fibras artificiais e sintéticas;24;0
1330800;Fabricação de tecidos de malha;24;0
1340501;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;24;0
1340502;Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário;24;0
1340599;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;24;1
1351100;Fabricação de artefatos têxteis para uso doméstico;24;0
1352900;Fabricação de artefatos de tapeçaria;24;0
1353700;Fabricação de artefatos de cordoaria;24;0
1354500;Fabricação de tecidos especiais, inclusive artefatos;24;0
1359600;Fabricação de outros produtos têxteis não especificados anteriormente;24;0
1411801;Confecção de roupas íntimas;24;0
1411802;Facção de roupas íntimas;24;0
1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;24;1
1412602;Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;24;6
1412603;Facção de peças do vestuário, exceto roupas íntimas;24;0
1413401;Confecção de roupas profissionais, exceto sob medida;24;0
1413402;Confecção, sob medida, de roupas profissionais;24;0
1413403;Facção de roupas profissionais;24;0
1414200;Fabricação de acessórios do vestuário, exceto para segurança e proteção;24;0
1421500;Fabricação de meias;24;0
1422300;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;24;0
1510600;Curtimento e outras preparações de couro;24;0
1521100;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;24;0
1529700;Fabricação de artefatos de couro não especificados anteriormente;24;0
1531901;Fabricação de calçados de couro;24;0
1531902;Acabamento de calçados de couro sob contrato;24;0
1532700;Fabricação de tênis de qualquer material;24;0
1533500;Fabricação de calçados de material sintético;24;0
1539400;Fabricação de calçados de materiais não especificados anteriormente;24;0
1540800;Fabricação de partes para calçados, de qualquer material;24;0
1610201;Serrarias com desdobramento de madeira (Desativado);24;0
1610202;Serrarias sem desdobramento de madeira (Desativado);24;0
1610203;Serrarias com desdobramento de madeira em bruto;24;0
1610204;Serrarias sem desdobramento de madeira em bruto  Resserragem;24;0
1610205;Serviço de tratamento de madeira realizado sob contrato;24;0
1621800;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;24;0
1622601;Fabricação de casas de madeira pré-fabricadas;24;0
1622602;Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais;24;0
1622699;Fabricação de outros artigos de carpintaria para construção;24;0
1623400;Fabricação de artefatos de tanoaria e de embalagens de madeira;24;0
1629301;Fabricação de artefatos diversos de madeira, exceto móveis;24;0
1629302;Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis;24;0
1710900;Fabricação de celulose e outras pastas para a fabricação de papel;24;0
1721400;Fabricação de papel;24;0
1722200;Fabricação de cartolina e papel-cartão;24;0
1731100;Fabricação de embalagens de papel;24;0
1732000;Fabricação de embalagens de cartolina e papel-cartão;24;0
1733800;Fabricação de chapas e de embalagens de papelão ondulado;24;0
1741901;Fabricação de formulários contínuos;24;0
1741902;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório, exceto formulário contínuo;24;0
1742701;Fabricação de fraldas descartáveis;24;0
1742702;Fabricação de absorventes higiênicos;24;0
1742799;Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente;24;0
1749400;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;24;0
1811301;Impressão de jornais;24;0
1811302;Impressão de livros, revistas e outras publicações periódicas;24;0
1812100;Impressão de material de segurança;24;0
1813001;Impressão de material para uso publicitário;24;1
1813099;Impressão de material para outros usos;24;2
1821100;Serviços de pré-impressão;24;0
1822900;Serviços de acabamentos gráficos (Desativado);24;0
1822901;Serviços de encadernação e plastificação;24;0
1822999;Serviços de acabamentos gráficos, exceto encadernação e plastificação;24;0
1830001;Reprodução de som em qualquer suporte;24;0
1830002;Reprodução de vídeo em qualquer suporte;24;0
1830003;Reprodução de software em qualquer suporte;24;0
1910100;Coquerias;24;0
1921700;Fabricação de produtos do refino de petróleo;24;0
1922501;Formulação de combustíveis;24;0
1922502;Rerrefino de óleos lubrificantes;24;0
1922599;Fabricação de outros produtos derivados do petróleo, exceto produtos do refino;24;0
1931400;Fabricação de álcool;24;0
1932200;Fabricação de biocombustíveis, exceto álcool;24;0
2011800;Fabricação de cloro e álcalis;24;0
2012600;Fabricação de intermediários para fertilizantes;24;0
2013400;Fabricação de adubos e fertilizantes (Desativado);24;0
2013401;Fabricação de adubos e fertilizantes organominerais;24;0
2013402;Fabricação de adubos e fertilizantes, exceto organominerais;24;0
